document_id,evidence_queries
-000-859-Ford_IAA-What-They-Say_10-2021.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation']"
-000-708-178684_SSAB---Q7-:-D2_708638_2020-10-26_12:54.pdf,"['Energy Transition & Zero Carbon Technologies', 'Alignment with IPCC on Climate Action', 'Emissions Trading', 'Supporting the Need for Regulations']"
-000-898-airliquide_2019annual-report_mar2020_jan2022.pdf,"['Energy Transition & Zero Carbon Technologies', 'Alignment with IPCC on Climate Action']"
-000-825-ANON-NZPP-DXTJ-2_redacted.pdf,"['Support of UN Climate Process', 'Alignment with IPCC on Climate Action', 'Supporting the Need for Regulations']"
-000-383-Shell_CDP_CCR2018_pp.93-95.pdf,"['GHG Emission Regulation', 'Transparency on Legislation', 'Emissions Trading']"
-000-713-CRH_annual-report-2019_p.124_27.2.20_nov2020.pdf,"['Emissions Trading', 'GHG Emission Regulation', 'Alignment with IPCC on Climate Action', 'Support of UN Climate Process']"
-000-242-SSE_News_SSE-Responds-To-EC-Decarbonisation_13-01-2017.pdf,"['GHG Emission Regulation', 'Energy and Resource Efficiency', 'Emissions Trading', 'Renewable Energy']"
-000-705-Bluescope_AnnualReport2019_4_accessedOct20.pdf,"['Energy Transition & Zero Carbon Technologies', 'Supporting the Need for Regulations']"
-000-817-Air-France-KLM_Press-Release_Green-Deal_07-2021.pdf,"['Energy Transition & Zero Carbon Technologies', 'Alignment with IPCC on Climate Action', 'Renewable Energy']"
-000-241-RWE_Consultation-Submission_EU_-2020-Renewable-Target_12-01-2017.pdf,"['Emissions Trading', 'Renewable Energy']"
-000-278-Nissan_Consultation_EU-LDV-CO2_19-05-2017.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation']"
-000-254-RWE_CDP2016ClimateChangeResponse_AnswersOnClimatePolicy_13.February.2017.pdf,"['Energy and Resource Efficiency', 'Disclosure on Relationships']"
-000-069-EDF_Annual_Report_2013_May_27_2015.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation', 'Support of UN Climate Process', 'Alignment with IPCC on Climate Action', 'Communication of Climate Science']"
-000-308-GM_GreenCarreports_CEO_nationalstandards_March2018_28.03.2018.pdf,"['Energy and Resource Efficiency', 'GHG Emission Regulation']"
-000-055-Air_Liquide_FT_CEO_Coordinated_Energy_Policy_June_29_2015_(1).pdf,"['Energy Transition & Zero Carbon Technologies', 'Emissions Trading', 'Carbon Tax']"
-000-382-Ford_comments_SAFE_NPRM_10-26-18.pdf,"['Energy and Resource Efficiency', 'GHG Emission Regulation']"
-000-717-PGE_Euractiv_Apr20_accessedNov20.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation']"
-000-724-Methane_policy_recommendations_for_the_European_Union_(solo_disponible_en_inglés).pdf,"['GHG Emission Regulation', 'Supporting the Need for Regulations']"
-000-718-LyondellBasell_sustainabilitypolicyprincipleflyer_n.d._nov2020.pdf,"['Energy Transition & Zero Carbon Technologies', 'Energy and Resource Efficiency', 'Supporting the Need for Regulations']"
-000-393-Nissan_Comment_SAFERule_Oct2018.pdf,"['Energy Transition & Zero Carbon Technologies', 'Energy and Resource Efficiency', 'GHG Emission Regulation']"
-000-753-grtgaz_re2020_lacroix_20.10.20_mar2021.pdf,"['Energy Transition & Zero Carbon Technologies', 'Energy and Resource Efficiency']"
-001-124-United_Q2-2021-LDA_07-21.pdf,"['Energy Transition & Zero Carbon Technologies', 'Renewable Energy']"
-000-858-Ford_Consultation_GHG-US-Cars_10-2021.pdf,"['Energy Transition & Zero Carbon Technologies', 'Support of UN Climate Process', 'GHG Emission Regulation']"
-000-846-F555083-Shell_Response_EU_Offshore_Renewable_Energy_Strategy_Consultation_Final_24_09_20.pdf,"['Energy Transition & Zero Carbon Technologies', 'Alignment with IPCC on Climate Action', 'Renewable Energy']"
-000-103-12_Exxon-Mobil---Q2-:-D6_103205_2015-11-23_14:57.pdf,"['Alignment with IPCC on Climate Action', 'Supporting the Need for Regulations']"
-000-713-Microsoft_Word_-_Woodside_submission_to_Climate_Change_Review_-_FINAL.doc.pdf,"['GHG Emission Regulation', 'Supporting the Need for Regulations']"
-000-373-Renault_Engineer_Electrification-Shape-Future_01-10-2018.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation']"
-000-716-FirstEnergy_NJ_EMP_Consultation_Nov_2020.pdf,"['Energy Transition & Zero Carbon Technologies', 'Energy and Resource Efficiency']"
-000-563-Woolworths_AnnualReport2020_accessedSep20.pdf,"['Support of UN Climate Process', 'Alignment with IPCC on Climate Action']"
-001-123-Nissan_Consultation_Aus-Future-Fuels_02-23.pdf,"['Alignment with IPCC on Climate Action', 'Supporting the Need for Regulations']"
-000-371-Glencore_2017-CDP-Information-Request_07-08-2018.pdf,"['Transparency on Legislation', 'Disclosure on Relationships', 'Emissions Trading', 'Carbon Tax']"
-000-744-EON_Sustainability-Report-2019_80.pdf,"['Energy Transition & Zero Carbon Technologies', 'Supporting the Need for Regulations']"
-000-243-CEZ_Corporate-Websote_2030-Framework-Climate-Energy_16-01-2017.pdf,"['Energy and Resource Efficiency', 'GHG Emission Regulation', 'Supporting the Need for Regulations', 'Renewable Energy']"
-000-450-OMV_2019_CDP_Feb2020.pdf,"['Energy Transition & Zero Carbon Technologies', 'Energy and Resource Efficiency', 'GHG Emission Regulation', 'Renewable Energy']"
-000-719-Fortum_Presentation_Public-Affairs-Positions_25-11-2020.pdf,"['Support of UN Climate Process', 'Emissions Trading', 'Supporting the Need for Regulations', 'Renewable Energy']"
-000-906-Glencore_Climate-Change-Report-2021_37.pdf,"['GHG Emission Regulation', 'Carbon Tax']"
-000-256-Xcel_2015-Sustainability-Report_23-02-2017.pdf,"['Energy Transition & Zero Carbon Technologies', 'Transparency on Legislation', 'GHG Emission Regulation']"
-000-382-Glencore_FurtheringOurCommitment_20Feb2019.pdf,"['Support of UN Climate Process', 'Communication of Climate Science', 'Alignment with IPCC on Climate Action']"
-000-744-EDF_Twitter_Renewables-And-Hinckley_10-01-2017.pdf,"['Energy Transition & Zero Carbon Technologies', 'Alignment with IPCC on Climate Action']"
-001-088-Boeing_UK-consultation_09-21.pdf,"['Energy Transition & Zero Carbon Technologies', 'Alignment with IPCC on Climate Action', 'Renewable Energy']"
-000-741-Lukoil_Sustainability_Report_2018.pdf,"['Energy Transition & Zero Carbon Technologies', 'Communication of Climate Science']"
-000-280-BHP-Billiton_2016-CDP-Information-Request_05-06-2017.pdf,"['Energy and Resource Efficiency', 'Disclosure on Relationships', 'Transparency on Legislation', 'Carbon Tax']"
-001-107-Ford_CDP_2021_Accessed-Jan23.pdf,"['GHG Emission Regulation', 'Energy and Resource Efficiency', 'Emissions Trading', 'Carbon Tax']"
-000-370-RWE_Poyry-Post_1_19-07-2018.pdf,"['GHG Emission Regulation', 'Emissions Trading']"
-000-901-Vistra_FERC_ad21-13_15.4.21_jan2022.pdf,"['Energy Transition & Zero Carbon Technologies', 'Communication of Climate Science', 'Supporting the Need for Regulations']"
-000-096-Business_Statement_On_Climate_Change_October_29_2015.pdf,"['Support of UN Climate Process', 'Communication of Climate Science', 'Alignment with IPCC on Climate Action']"
-000-564-1_5c_paper_final_.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation', 'Support of UN Climate Process', 'Alignment with IPCC on Climate Action', 'Communication of Climate Science']"
-000-724-Equinor_2020_SubmissionEUClimateLaw_Dec2020.pdf,"['Energy Transition & Zero Carbon Technologies', 'Support of UN Climate Process', 'Alignment with IPCC on Climate Action', 'Supporting the Need for Regulations']"
-000-397-Dow_2019_Policy_July2019.pdf,"['Energy Transition & Zero Carbon Technologies', 'Energy and Resource Efficiency', 'Supporting the Need for Regulations']"
-000-850-LeadOnClimate_May2021.pdf,"['Energy Transition & Zero Carbon Technologies', 'Alignment with IPCC on Climate Action', 'Supporting the Need for Regulations']"
-000-541-KMI_ESG_Report_2018.pdf,"['Energy Transition & Zero Carbon Technologies', 'Communication of Climate Science']"
-000-904-AirLiquide_CDP2020_Jan2022.pdf,"['Energy Transition & Zero Carbon Technologies', 'Emissions Trading', 'Disclosure on Relationships', 'Supporting the Need for Regulations', 'Energy and Resource Efficiency']"
"-000-192-ConocoPhillips_CEO_sees_opportunities_in_low_cost-of-supply_projects_-_Oil_&_Gas_Journal,_Dec_2016.pdf","['Energy Transition & Zero Carbon Technologies', 'Supporting the Need for Regulations']"
-000-783-basf_ceo_rweplansdecarb_21.5.21_may21.pdf,"['Energy Transition & Zero Carbon Technologies', 'Renewable Energy']"
-000-072-UnitedTechExtract_CDP2014_July_24_2015.pdf,"['Transparency on Legislation', 'Disclosure on Relationships', 'Energy and Resource Efficiency']"
-000-254-Duke-Energy_Consultation-Response_Clean-Power-Plan_13-02-2017.pdf,"['Energy and Resource Efficiency', 'GHG Emission Regulation', 'Renewable Energy']"
-000-723-General-Electric_2019-10K_09-12-2020.pdf,"['Energy Transition & Zero Carbon Technologies', 'Supporting the Need for Regulations']"
-000-943-Airbus_EED-response_Feb-21.pdf,"['Energy and Resource Efficiency', 'Emissions Trading']"
-000-181-SSAB_CDP_2016_Climate_Change_Information_Request_26.08.2016.pdf,"['Emissions Trading', 'Transparency on Legislation', 'GHG Emission Regulation']"
-001-124-Toyota_Consultation_Canada_ZEV-Mandate_02-23.pdf,"['Energy Transition & Zero Carbon Technologies', 'Energy and Resource Efficiency', 'Supporting the Need for Regulations']"
-000-710-Boral_2019SustReport_32_accessedNov20.pdf,"['GHG Emission Regulation', 'Alignment with IPCC on Climate Action', 'Support of UN Climate Process']"
-000-844-BP_2021_annual-report-2020_Sep2021.pdf,"['Energy Transition & Zero Carbon Technologies', 'Support of UN Climate Process', 'Alignment with IPCC on Climate Action', 'Supporting the Need for Regulations', 'Communication of Climate Science']"
-000-541-White_Fossil_Fuels.pdf,"['Energy Transition & Zero Carbon Technologies', 'Renewable Energy']"
-000-278-Volkswagen_Consultation-Response-Volkswagen-AG_EU-LDV-CO2_19-05-2017.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation']"
-000-844-BP_2021_government-reg-support-transition-strategy_Sep2021.pdf,"['Support of UN Climate Process', 'Supporting the Need for Regulations']"
-000-716-cca-at-10-years-business-letter-2-002.pdf,"['GHG Emission Regulation', 'Alignment with IPCC on Climate Action']"
-000-127-127260_Statoil---Q1-:-D1_127361_2016-01-04_10:14.pdf,"['Energy Transition & Zero Carbon Technologies', 'Communication of Climate Science', 'Supporting the Need for Regulations']"
-000-742-Exelon_NJ_ResourceAdequacy_Comments_Feb_2021.pdf,"['Emissions Trading', 'Supporting the Need for Regulations', 'Renewable Energy']"
-000-721-ELECTRIFYING_TOWARDS_CLIMATE_NEUTRALITY__CEZ_GROUP´S_POSITION_ON_EU_STRATEGY_FOR_ENERGY_SYSTEM_INTEGRATION___CEZ_Group.pdf,"['Energy Transition & Zero Carbon Technologies', 'Renewable Energy', 'Carbon Tax']"
-000-721-RWE_Cityam_Nov20_accessedDec20.pdf,"['Emissions Trading', 'Carbon Tax']"
-000-079-Suncor_sustainabilityreport2015_Sept_15_2015.pdf,"['Energy Transition & Zero Carbon Technologies', 'Communication of Climate Science', 'Carbon Tax']"
-000-562-20170530-agl-greenhouse-gas-policy.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation', 'Supporting the Need for Regulations', 'Renewable Energy', 'Communication of Climate Science']"
-000-402-Fortum_2018_COP24_Aug2019.pdf,"['Energy Transition & Zero Carbon Technologies', 'Supporting the Need for Regulations']"
-000-306-AGL-Energy_Coal-Comfort-As-Origin-Vows-To-Halve-Emissions_18-12-2017.pdf,"['Energy Transition & Zero Carbon Technologies', 'Support of UN Climate Process', 'Alignment with IPCC on Climate Action']"
-000-853-VW_2020-Sustainability-Report_10-2021.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation', 'Communication of Climate Science', 'Alignment with IPCC on Climate Action']"
-000-002-14_Royal-Dutch-Shell---Q12-:-D1_2972_2015-04-27_10:37.pdf,"['Disclosure on Relationships', 'Emissions Trading']"
-000-385-AngloAmericanPlatinum_Response_2017.pdf,"['Support of UN Climate Process', 'Supporting the Need for Regulations', 'Carbon Tax']"
-000-748-Shell_Consultation_UK-EV-Phase-Out_03-2021.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation', 'Alignment with IPCC on Climate Action']"
-000-550-2020_environment_report.pdf,"['Alignment with IPCC on Climate Action', 'Supporting the Need for Regulations']"
-000-564-Foxconn_CSR_Report_Sept_2020.pdf,"['Support of UN Climate Process', 'Emissions Trading']"
-000-279-Glencore_2016-CDP-Information-Request_30-05-2017.pdf,"['Emissions Trading', 'Carbon Tax', 'Transparency on Legislation', 'Disclosure on Relationships', 'Renewable Energy']"
-000-898-International_Paper_Company_2021_CDP_December21.pdf,"['Land Use', 'Disclosure on Relationships']"
-000-173-170168_Heidelberg-Cement---Q2-:-D5_173293_2016-04-26_09:53.pdf,"['Alignment with IPCC on Climate Action', 'Supporting the Need for Regulations']"
-000-288-Maersk-Moller_Environmentalist-Online_On-Ship-To-Nowhere_13-07-2017.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation']"
-000-726-Equinor_response_draft_DA_climate_change_mitigation_and_adaptation_Dec2020.pdf,"['Energy Transition & Zero Carbon Technologies', 'Alignment with IPCC on Climate Action']"
-000-240-47_Enel---Q6-:-D5_240101_2017-01-10_10:59.pdf,"['Energy Transition & Zero Carbon Technologies', 'Carbon Tax']"
-000-245-Centrica_energy_choices_research_renewable_legislation_19-01-2017.pdf,"['Energy Transition & Zero Carbon Technologies', 'Emissions Trading', 'GHG Emission Regulation', 'Carbon Tax', 'Alignment with IPCC on Climate Action', 'Renewable Energy', 'Energy and Resource Efficiency']"
-000-702-Shell_2019__CDPp2_Oct2020.pdf,"['Energy Transition & Zero Carbon Technologies', 'Emissions Trading']"
-000-288-ExxonMobil_Perspectives-Blog_Broad-Carbon-Tax-Coalition_14-07-2017.pdf,"['Supporting the Need for Regulations', 'Carbon Tax']"
-000-719-19_Volkswagen---Q10-:-D6_716827_2020-11-26_11:36.pdf,"['Energy Transition & Zero Carbon Technologies', 'Emissions Trading']"
-000-740-Uniper_Submission_Coal-generation-in-Great-Britain_Feb17_accessedFeb21.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation']"
-000-899-PTT_CDP2021_Dec2021.pdf,"['Transparency on Legislation', 'Disclosure on Relationships', 'Emissions Trading']"
-001-000-AGL_Energy_Transition_2021_pg3.pdf,"['Support of UN Climate Process', 'Communication of Climate Science']"
-000-718-Lyondellbasell_CDP2020_nov2020.pdf,"['GHG Emission Regulation', 'Emissions Trading', 'Disclosure on Relationships', 'Renewable Energy', 'Energy and Resource Efficiency']"
-000-723-American-Airlines_Telegraph_Interview-Biggest-Airlines_09-12-2020.pdf,"['Energy Transition & Zero Carbon Technologies', 'Alignment with IPCC on Climate Action']"
-000-741-Sustainability_report_2019_pg27.pdf,"['Energy Transition & Zero Carbon Technologies', 'Communication of Climate Science']"
-000-564-190926-industry-associations-climate-final.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation', 'Support of UN Climate Process', 'Supporting the Need for Regulations', 'Renewable Energy']"
-000-817-SiemensEnergy_2020SustainabilityReport_CEO-Foreword_Nov20.pdf,"['Energy Transition & Zero Carbon Technologies', 'Support of UN Climate Process', 'Alignment with IPCC on Climate Action']"
-000-392-CanadianNatural_2019_ClimateChangeLeadership_June2019.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation', 'Alignment with IPCC on Climate Action', 'Supporting the Need for Regulations']"
-000-372-Equinor_Blog_Britain-Lowest-Emissions-Since-1896_22-08-2018.pdf,"['Energy Transition & Zero Carbon Technologies', 'Carbon Tax']"
-000-742-Dow_susreport2019_p.21_feb2021.pdf,"['Support of UN Climate Process', 'Alignment with IPCC on Climate Action']"
-000-278-Toyota_Toyota-Motor-Corporation-Consultation_EU-LDV-CO2_19-05-2017.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation']"
-000-901-BASF_USDA-2021-0003-0916_climatesmartagriculture_28.4.21_jan2022.pdf,"['Energy Transition & Zero Carbon Technologies', 'Alignment with IPCC on Climate Action', 'Supporting the Need for Regulations']"
-000-902-Total_Meeting_the_climate_challenge_Ocober_2021.pdf,"['Energy Transition & Zero Carbon Technologies', 'Alignment with IPCC on Climate Action']"
-000-243-Engie_GDFSuez_Consultation_on_Revision_of_EU_ETS_March2015_17.January.2017.pdf,"['GHG Emission Regulation', 'Energy and Resource Efficiency', 'Emissions Trading', 'Renewable Energy']"
-000-906-Glencore_Climate-Change-Report-2021_4-5.pdf,"['Energy Transition & Zero Carbon Technologies', 'Support of UN Climate Process', 'Alignment with IPCC on Climate Action']"
-000-892-saint-gobain_CDP2019_dec2021.pdf,"['GHG Emission Regulation', 'Energy and Resource Efficiency', 'Emissions Trading']"
-000-247-EDF_2016-CDP-Information-Request_23-01-2017.pdf,"['Energy and Resource Efficiency', 'Emissions Trading']"
-000-722-WP-L22-52-20180329144513.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation', 'Communication of Climate Science', 'Alignment with IPCC on Climate Action']"
-000-850-Ceres_BICEPletter_3.20_oct2021.pdf,"['GHG Emission Regulation', 'Energy and Resource Efficiency', 'Alignment with IPCC on Climate Action']"
-000-900-Panasonic_PressRelease_Nov2020.pdf,"['Energy Transition & Zero Carbon Technologies', 'Support of UN Climate Process']"
-000-063-BHPBillitonExtract_CDP2014_June.10.2015.pdf,"['Energy and Resource Efficiency', 'Disclosure on Relationships', 'Transparency on Legislation', 'Carbon Tax']"
-000-243-Engie_Facebook_EnergyTransitionMarocco_Nov2016_16.Jan.2017.pdf,"['Energy Transition & Zero Carbon Technologies', 'Renewable Energy']"
-000-453-Equinor_2020_NorwayEmissionsTarget_Feb2020.pdf,"['Support of UN Climate Process', 'Alignment with IPCC on Climate Action']"
-000-726-Outlook_for_Energy__A_perspective_to_2040___ExxonMobil.pdf,"['Support of UN Climate Process', 'Alignment with IPCC on Climate Action']"
-000-777-Air-France-KLM_Key-Messages_European-New-Deal-2_04-2021.pdf,"['Emissions Trading', 'Energy Transition & Zero Carbon Technologies', 'Alignment with IPCC on Climate Action']"
-000-907-AES_2021climatereport_03.2021_jan2022.pdf,"['Energy Transition & Zero Carbon Technologies', 'Emissions Trading', 'Carbon Tax', 'Support of UN Climate Process', 'Alignment with IPCC on Climate Action', 'Supporting the Need for Regulations', 'Communication of Climate Science']"
-000-398-Ford_comments_SAFE_NPRM_October2018.pdf,"['Energy and Resource Efficiency', 'GHG Emission Regulation']"
-000-298-Statoil_Euractiv_PowerPlantSubsidies_July2017_05.09.2017.pdf,"['Energy Transition & Zero Carbon Technologies', 'Emissions Trading']"
-000-436-Equinor_2018_LowCarbonFuture_Dec2019.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation', 'Emissions Trading']"
-000-726-A_Better_Approach_on_Climate_Change_-_Energy_Factor.pdf,"['Support of UN Climate Process', 'Carbon Tax']"
"-000-484-BP_2020_TradeAssociationReview_Q1-4,10_March2020.pdf","['Energy Transition & Zero Carbon Technologies', 'Energy and Resource Efficiency', 'Communication of Climate Science', 'Alignment with IPCC on Climate Action']"
-000-740-NRG_Comments_CT_Millstone_Dec_2020.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation']"
-000-945-AirFrance-KLM_Transport-Survey_Sept-2020.pdf,"['Energy Transition & Zero Carbon Technologies', 'Supporting the Need for Regulations', 'Renewable Energy']"
-000-488-Shell_2020_ClimatPolicyPositionUpdate_April2020.pdf,"['Energy Transition & Zero Carbon Technologies', 'Emissions Trading', 'GHG Emission Regulation', 'Carbon Tax', 'Support of UN Climate Process', 'Alignment with IPCC on Climate Action', 'Supporting the Need for Regulations', 'Communication of Climate Science']"
-000-173-lafargeholcim_climate_change_leaflet2015_May06_2016.pdf,"['Support of UN Climate Process', 'Energy and Resource Efficiency', 'Alignment with IPCC on Climate Action']"
-000-056-Chevron_CEO_BusinessInsider_June_30_2015.pdf,"['Energy Transition & Zero Carbon Technologies', 'Communication of Climate Science', 'Alignment with IPCC on Climate Action']"
-000-906-thyssenkrupp_Q3-2021_EarningsCallTranscript_11.8.21_jan2022.pdf,"['Energy Transition & Zero Carbon Technologies', 'Emissions Trading']"
-000-766-lafargeholcim_twitter_us2030_23.4.21_apr2021.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation', 'Supporting the Need for Regulations']"
-000-720-Moller-Maersk_Consultation_Updating-EU-ETS_01-12-2020.pdf,"['Emissions Trading', 'Supporting the Need for Regulations']"
-000-905-BHP_CDP_2021_accessedJan22.pdf,"['GHG Emission Regulation', 'Carbon Tax']"
-000-904-LyondellBasell_CEO_Q3-2021_EarningsCallTranscript_29.10.21_jan2022.pdf,"['Supporting the Need for Regulations', 'Carbon Tax']"
-000-780-arcelormittal_integratedannualreview2020_25.5.21_may21.pdf,"['Energy Transition & Zero Carbon Technologies', 'Support of UN Climate Process', 'Supporting the Need for Regulations']"
-000-742-Unilever_Unilever's_position_on_biofuels.pdf,"['Energy Transition & Zero Carbon Technologies', 'Transparency on Legislation']"
-000-104-14_Royal-Dutch-Shell---Q2-:-D6_104309_2015-11-30_11:25.pdf,"['Energy Transition & Zero Carbon Technologies', 'Alignment with IPCC on Climate Action']"
-000-857-BSE(1).pdf,"['Energy Transition & Zero Carbon Technologies', 'Support of UN Climate Process']"
-001-125-pemex_sustainabilityreport2018_p.3-13_2019_feb2023.pdf,"['Energy Transition & Zero Carbon Technologies', 'Emissions Trading', 'GHG Emission Regulation', 'Support of UN Climate Process', 'Alignment with IPCC on Climate Action', 'Communication of Climate Science']"
-000-399-36_BMW-Group---Q8-:-D5_399015_2019-08-05_16:04.pdf,"['Energy and Resource Efficiency', 'GHG Emission Regulation']"
-000-384-SSAB_ClimatePolicyandLegislation_16Apr2019.pdf,"['Support of UN Climate Process', 'Transparency on Legislation', 'GHG Emission Regulation']"
-000-435-Ford_CDP_2019_climatechange.pdf,"['Emissions Trading', 'Disclosure on Relationships', 'GHG Emission Regulation']"
-000-072-VolkswagenExtract_CDP2014_July_24_2015.pdf,"['Energy and Resource Efficiency', 'Disclosure on Relationships', 'Transparency on Legislation']"
-000-696-Origin_Energy_hit_by_protest_vote_over_industry_lobby_groups.pdf,"['GHG Emission Regulation', 'Supporting the Need for Regulations']"
-000-558-BASF_Industry_Association_Review.pdf,"['Emissions Trading', 'Support of UN Climate Process', 'Disclosure on Relationships', 'Supporting the Need for Regulations', 'Renewable Energy', 'Energy and Resource Efficiency']"
-000-238-Nextera-Energy_Submission-To-Florida_10-Year-Plant-Submission_19_12_2016.pdf,"['GHG Emission Regulation', 'Renewable Energy']"
-000-102-Canadian_Natural_Resources_CDP_2015_November_20_2015.pdf,"['Support of UN Climate Process', 'Transparency on Legislation', 'Disclosure on Relationships']"
-000-561-Glencore_2020_ClimateChangePage_Sept2020.pdf,"['Energy Transition & Zero Carbon Technologies', 'Support of UN Climate Process', 'Alignment with IPCC on Climate Action']"
-000-381-MartinMarietta_10k2017_p.21.pdf,"['Emissions Trading', 'Supporting the Need for Regulations']"
-000-563-agl-submission_cfi-erf-september-2017_final.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation', 'Emissions Trading', 'Supporting the Need for Regulations']"
-000-857-Sellantis_Consultation_GHGStandards_Sept2021_AccessedOct2021.pdf,"['Energy Transition & Zero Carbon Technologies', 'Energy and Resource Efficiency']"
-000-725-Joint_Letter_CeresBicepNetwork_California_Dec20_accessedDec20.pdf,"['Energy Transition & Zero Carbon Technologies', 'Energy and Resource Efficiency', 'Communication of Climate Science']"
-000-743-Vale_CEBDS-Open-Letter_2017.pdf,"['Emissions Trading', 'Carbon Tax', 'Support of UN Climate Process', 'Alignment with IPCC on Climate Action', 'Supporting the Need for Regulations', 'Communication of Climate Science']"
-000-725-BASF_ceo_handelsblattarticle_energytransition_12.12.20_dec2020.pdf,"['Energy Transition & Zero Carbon Technologies', 'Renewable Energy', 'Supporting the Need for Regulations', 'Carbon Tax']"
-000-737-Toyota_Submission_Ministerial-forum-vehicle-emissions-2016_accessedJan21.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation']"
-000-930-Shell_consultation_response_February_2021.pdf,"['Energy Transition & Zero Carbon Technologies', 'Support of UN Climate Process', 'Alignment with IPCC on Climate Action', 'Supporting the Need for Regulations']"
-000-240-Enel_CDPClimateChangeResponse2016_10.January.2017.pdf,"['Transparency on Legislation', 'Emissions Trading']"
-000-791-basf_handelsblatt_ceo_greens_11.6.21_jun21.pdf,"['Energy Transition & Zero Carbon Technologies', 'Supporting the Need for Regulations']"
-000-373-Volkswagen_Press-Release_Automotive-Industry-Not-Seen-In-Right-Light_12-10-2018.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation']"
-000-370-Danone_Policy-Paper_Climate_01-08-2018.pdf,"['Transparency on Legislation', 'Communication of Climate Science', 'Alignment with IPCC on Climate Action']"
-000-256-Southern__Company__Comments_CleanPowerPlanFedal_Plan___Febrauay_2016_24.feb.2017.pdf,"['GHG Emission Regulation', 'Renewable Energy']"
-000-401-LyondellBasell_Response_2018.pdf,"['GHG Emission Regulation', 'Energy and Resource Efficiency', 'Disclosure on Relationships', 'Emissions Trading']"
-000-859-Ultratech_Cement_CDP_2020.pdf,"['Transparency on Legislation', 'Disclosure on Relationships']"
-000-897-Airbus_Transcript_UK-Parliament-Net-Zero_01-2022.pdf,"['Energy Transition & Zero Carbon Technologies', 'Support of UN Climate Process', 'Alignment with IPCC on Climate Action']"
-000-744-EON_Sustainability-Report-2019_40-47.pdf,"['Support of UN Climate Process', 'Communication of Climate Science', 'Alignment with IPCC on Climate Action']"
-000-721-Equinor_2020_SUbmissionMethaneRegulationUS_Dec2020.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation', 'Communication of Climate Science', 'Alignment with IPCC on Climate Action']"
-000-177-69_E.ON---Q11-:-D2_177079_2016-07-11_13:17.pdf,"['Support of UN Climate Process', 'GHG Emission Regulation']"
-000-255-Duke_Energy_NewsCenter_LynnGood_Lowcarbonpuzzel_April2016_16.feb.2017.pdf,"['Energy Transition & Zero Carbon Technologies', 'Alignment with IPCC on Climate Action']"
-000-903-LUKOIL_contribution_to_the_Public_Consultation_on_CBAM_2020.pdf,"['Emissions Trading', 'Carbon Tax']"
-000-745-EON_Carbon-pricing-declaration_nov18.pdf,"['Energy Transition & Zero Carbon Technologies', 'Emissions Trading', 'Carbon Tax', 'Support of UN Climate Process', 'Supporting the Need for Regulations']"
-000-077-EDF_locked_in_the_past_august_16_2015.pdf,"['Energy and Resource Efficiency', 'Renewable Energy']"
-000-393-TransCanada_2018_CDP-12.3a_June2019.pdf,"['Energy Transition & Zero Carbon Technologies', 'Transparency on Legislation', 'GHG Emission Regulation', 'Supporting the Need for Regulations']"
-000-704-Iberdrola_ETCReport_Oct_2020.pdf,"['Energy Transition & Zero Carbon Technologies', 'Alignment with IPCC on Climate Action']"
-000-898-Fortum_CDP2021_AccessedJan2022.pdf,"['Energy Transition & Zero Carbon Technologies', 'Emissions Trading', 'GHG Emission Regulation', 'Carbon Tax', 'Alignment with IPCC on Climate Action', 'Energy and Resource Efficiency']"
-000-753-Bunge_2019_CEOSustainabilityStatement_March2021.pdf,"['Communication of Climate Science', 'Alignment with IPCC on Climate Action', 'Supporting the Need for Regulations']"
-000-738-CDP_ENEOS_2020.pdf,"['Energy Transition & Zero Carbon Technologies', 'Transparency on Legislation', 'Disclosure on Relationships']"
